komentar_preprocessing,label,Nomor
watching movie made released weak unearthed released become even weaker,negative,6182
lesser talent high crime would entertaining forgettable freeman judd least remember character,positive,6183
lan yu time restrained yet moment capture erotic intimacy way make american love story look downright unfree,positive,6184
deeply felt vividly detailed story newcomer strange new world,positive,6185
smart provocative blisteringly funny,positive,6186
essentially fatal attraction remade viewer diaper original released story get sillier scarier go along,negative,6187
significantly better child movie competition,positive,6188
impossible indulge fanciful daydream janice beard eileen walsh real life persona charmless vacant,negative,6189
deftly entertaining film smartly played smartly directed,positive,6190
grab bag genre add whole lot sense,negative,6191
frankly pretty stupid fun ben stiller zoolander thought rather clever plenty offend everyone,negative,6192
flat revelatory performance michelle williams,negative,6193
singular character study perfect also year sweetest movie,positive,6194
although purportedly study modern alienation really little particularly slanted gay fantasy enervating deadeningly drawn,negative,6195
viewer take great pleasure watching resourceful molly stay step ahead pursuer,positive,6196
workmanlike maybe still film element made three great scary time movie,positive,6197
simply hash seven film,negative,6198
kevin costner rest pretty boy laurel public regrettably going tepid film like dragonfly tossed,negative,6199
every nanosecond new guy reminds could something else far pleasurable something like scrubbing toilet emptying rat trap last year tax ex wife,negative,6200
full frontal effect elicited sympathy character measure failure,negative,6201
definitely made kid parent matter think even fan sandler comic taste may find uninteresting,negative,6202
kurys never show period volatile romantic life sand musset worth particular attention,negative,6203
stock silver bullet director neil marshall intense freight train film,positive,6204
big mess movie full image event tension surprise,negative,6205
ne satire subtle effective quirky beat project,positive,6206
metaphor opaque enough avoid didacticism film succeeds emotionally accessible almost mystical work,positive,6207
deeply religious spiritual people world would argue entering church synagogue temple mean check brain door go movie theater,negative,6208
rare family movie genuine sweet without relying animation dumb humor,positive,6209
every cheesy scene though really cool bit movie conception future world holographic librarian orlando jones know everything answer question visually smart cleverly written nicely realized,positive,6210
narratively trouble every day plodding mess,negative,6211
merchant paid attention story,negative,6212
people abc africa treated docile mostly wordless ethnographic extra,negative,6213
like movie pitfall bad behavior circuit get drawn party,negative,6214
ho hum affair always watchable yet hardly memorable,negative,6215
dumb cheesy may cartoon look almost shakespearean depth breadth watching digital effect heavy supposed family friendly comedy,negative,6216
mild meandering teen flick,negative,6217
film tune grief could lead man across century,positive,6218
first sight blind man directing film hilarious film go joke wear thin,negative,6219
could feel screenwriter every moment tap tap tap tap tapping away screenplay,negative,6220
even hardened voyeur would require patience job get interminable shapeless documentary swinging subculture,negative,6221
murphy wilson actually make pretty good team project surrounding distressingly rote,negative,6222
problem difficult movie movie ask audience meet halfway connect dot instead thing spelled first give audience reason b want b put effort,negative,6223
movie eventual success credited dennis quaid fighting trim shape athlete well actor,positive,6224
work extraordinary journalism also work deft subtle poetry,positive,6225
like fish lived long austin power goldmember unnecessary part kinda wrong place,negative,6226
delightful minor pastry movie,positive,6227
nothing seems funny analyze even joe viterelli de niro right hand goombah,negative,6228
skillful mr shyamalan undone pretension,negative,6229
drama played aching beauty truth brings tear eye,positive,6230
bust gut intended merely blandly cinematic surgical examination make joke joke,positive,6231
simple good,negative,6232
may somewhat backhanded compliment say film make viewer feel like movie various victimized audience member also happens movie admirable quality,positive,6233
cute sometimes side splittingly funny blend legally blonde drop dead gorgeous starring piper perabo could breakthrough role,positive,6234
yarn respect marvel version without becoming ensnared,positive,6235
maybe lucky power outage screening get money back,negative,6236
bodily function joke expect rich vein funny stuff movie,positive,6237
solidly seaworthy chiller,positive,6238
film desire liked sometimes undermines possibility exploration thornier aspect nature nurture argument regard homosexuality,positive,6239
cutesy romantic tale twist,positive,6240
stephen rea aidan quinn alan bates play desmond legal eagle joined brosnan sight grandiloquent quartet lolling pretty irish setting pleasant enough thing ti,positive,6241
detox ultimately pointless endeavor,negative,6242
ice cube quite ripe screwball idea friday next spread pretty thin,negative,6243
plot kick film loses credibility,negative,6244
let cut consumer advice bottom line stay home,negative,6245
film give pretty good overall picture situation laramie following murder matthew shepard,positive,6246
ihops pile much syrup,negative,6247
angst ridden territory covered earlier much better ordinary people,negative,6248
griffin co manage spectacularly outrageous,positive,6249
done mostly weak script support epic treatment,negative,6250
butterfingered word big fisted direction jez butterworth manages blast even smallest sensitivity romance clamorous approach,negative,6251
although pastry violated nasty comedy poke fun easy target rowdy raunch fests fart boob unmentionable without much success,negative,6252
silly self indulgent film silly self indulgent filmmaker,negative,6253
final minute perceptive study two family crisis two girl whose friendship severely tested bad luck immaturity,positive,6254
doofus loose banter welcome collinwood cocky hour loopiness late night bull session eventually content nearly captivating rowdy participant think,negative,6255
quiet disquieting triumph,positive,6256
lax limp comedy seen meander worn material,negative,6257
serry fine job capturing climate time perhaps unwittingly relating happening america hard believe plot twist force movie track final half hour,negative,6258
movie story almost afterthought amidst swirl color inexplicable event,positive,6259
grant bumbling magic take film turn another winning star vehicle,positive,6260
last minute somewhat redeeming movie teenage american road trip drek seen time read fart joke,negative,6261
cool event whole family maybe classic movie kid want see,positive,6262
satisfying summer blockbuster worth look,positive,6263
movie belonged sorority would called beta alpha delta,negative,6264
famuyiwa feature deal subject matter tasteful intelligent manner rather forcing u endure every plot contrivance clich riddled genre offer,positive,6265
film full charm,positive,6266
sad rote exercise milking played idea straight guy dress drag shockingly manages even worse title would imply,negative,6267
like many biographical melodrama suffers awkwardness result adhering messiness true story,negative,6268
darkly funny frequently insightful,positive,6269
tv episode inflated past natural length,negative,6270
interesting witness conflict palestinian side longley film lack balance fails put struggle meaningful historical context,negative,6271
although film boil lightweight story matchmaking character make italian beginner worth journey,positive,6272
fan tv series disappointed everyone else slightly bored,negative,6273
technically sumptuous also almost wildly alive,positive,6274
even valiantly struggled remain interested least conscious could feel eyelid getting heavy,negative,6275
mandel holland direction uninspired scripting unsurprising performance phifer black ultimately winning find wishing another movie,negative,6276
help remind first world hiv aid far yesterday news,positive,6277
work exhausted desiccated talent get way,negative,6278
griffith prof rare luminary continually raise standard profession,positive,6279
u boat captain,negative,6280
chicago many way admirable achievement,positive,6281
cinema verite speculation assassination john f kennedy may inspired blair witch take technique fresh territory film never feel derivative,positive,6282
swimfan catch may teen looking something make laugh,negative,6283
enthralling aesthetic experience one steeped mystery ravishing baroque beauty,positive,6284
despite opulent lushness every scene character never seem match power surroundings,negative,6285
best film baseball hit theater since field dream,positive,6286
take away controversy much watchable mexican soap opera,negative,6287
everything pegged groove new york dating comedy issue simplify,negative,6288
disarming cornball atmosphere way infecting entire crowd film roll,positive,6289
like old warner bros costumer jived sex could movie errol flynn always wanted make though bette davis cast joan would killed,positive,6290
point extracting bare bone byatt plot purpose bland hollywood romance,negative,6291
life affirming vulgar mean liked,positive,6292
banal virulently unpleasant excuse romantic comedy,negative,6293
element lack pyschological center knock flat,negative,6294
feature length film wear welcome tryingly title character,negative,6295
even though common knowledge park founding partner yong kang lost kozmo end help get caught thrill company astonishing growth,positive,6296
case two actor everything humanly possible create character sweet believable defeated screenplay force bizarre implausible behavior,negative,6297
real snooze,negative,6298
b movie sit enjoy certain level forget,positive,6299
pedestrian flat drama scream amateur almost every frame,negative,6300
e ventually every idea film flushed latrine heroism,negative,6301
another wholly unnecessary addition growing moldering pile well extreme stunt picture,negative,6302
easily one best exciting movie year,positive,6303
lack dramatic punch depth,negative,6304
ready made midnight movie probably stand cold light day right condition goofy entirely wholesome fun,positive,6305
relationship shift director robert j siegel allows character inhabit world without cleaving narrative arc,positive,6306
like mike winner kid doubt winner lil bow wow add movie list thing well,positive,6307
sequel play like flimsy excuse give blade fan another look wesley snipe iconic hero battle dozen bad guy,negative,6308
whether ram das prof clear reliable authority inner consciousness fierce grace reassures u honest loving one,positive,6309
keenly observed refreshingly natural swimming get detail right promenade barely clad body myrtle beach c adrenaline jolt sudden lunch rush diner,positive,6310
snoot doubt rally cause trotting threadbare standby like masterpiece triumph malarkey rarely established filmmaker ardently waste viewer time gobbler like,negative,6311
reggio trippy ambitious downer also sometimes come across like nothing glorified nike ad,negative,6312
solondz may well one laughing joke,negative,6313
whenever story bogged idiocy involving cia lost u satellite hunter starring irwin american wife colleague terri movie child enjoy,negative,6314
result something quite fresh delightful,positive,6315
wwii drama well plotted visually striking filled enjoyably complex character never first appear,positive,6316
decided lack spontaneity execution dearth real poignancy epiphany,positive,6317
script snazzy dialogue establishes realistic atmosphere involves u unfolding crisis lazy plotting ensures little emotional investment pay,positive,6318
invigorating surreal resonant rainbow emotion,positive,6319
movie year old boy sport dream preteen girl worship lil bow wow,positive,6320
leigh film full memorable performance top bottom,positive,6321
overall effect completely inane one would mighty bored even think staying say ten make three minute,negative,6322
plod along minus twisted humor eye popping visuals made miike cult hero,negative,6323
strip bible store potential sanctimoniousness making meaningful kid church wary adult,positive,6324
newcomer helmer kevin donovan hamstrung badly handled screenplay really amusing concept high tech tux transforms wearer superman,negative,6325
enough originality life distance pack paint number romantic comedy often end cinema screen,positive,6326
nothing exactly wrong nearly enough right,negative,6327
hard imagine anyone managing steal movie charismatic rising star jake gyllenhaal also accomplished oscar winner susan sarandon dustin hoffman holly hunter yet newcomer ellen pompeo pull feat aplomb,positive,6328
tough astringent darkly funny well also generic untidy condescending mild impact rather stunning,negative,6329
come something even quasi original pillage shirley jackson richard matheson puke something like rose red,negative,6330
film misstep come script insistence providing deep emotional motivation every one abagnale antic,positive,6331
cremaster come warning serious film buff,positive,6332
anyone high tech splatterfests advised take warning literally log something user friendly,negative,6333
film aficionado cannot help love cinema paradiso whether original version new director cut,positive,6334
christmas future lot baby boomer,positive,6335
alternately hilarious sad aggravating soulful scathing joyous masterpeice,positive,6336
scherfig writer director made film unabashedly hopeful actually make heart soar yes soar,positive,6337
bai brother taken small slice history opened u understand told nice little story process,positive,6338
moving picture move,negative,6339
obligada para impotentes dane camareras italianas profesores de idiomas todo aquel que desee una lengua para expresar su amor,positive,6340
feature debuter j caruso directs crack ensemble cast bringing screenwriter tony gayton narcotic noir life,positive,6341
certain base level blue crush delivers promise well enough recommend,negative,6342
year conjured coming age story seem possible take care cat emerges best,positive,6343
movie get muted routine,negative,6344
though rather routine script loaded familiar situation movie cinematic fluidity sense intelligence make work probably,negative,6345
writer dude think name uh michael zaidan supposed like written screenplay something dude thing ever saw written zero paycheck,negative,6346
taymor utilizes idea making kahlo art living breathing part movie often catapulting artist work new idea done never vividly much passion,positive,6347
would anyone cast magnificent jackie chan movie full stunt double special effect,negative,6348
aside showing u explicit detail difficult win two drink minimum crowd little learned watching comedian,negative,6349
sc autopilot hollywood concoction lacking imagination authentic christmas spirit yet geared toward audience full master,negative,6350
flick infantilized culture entirely infantile,positive,6351
come like rejected abc afterschool special freshened dunce screenwriting class designed provide mix smile tear crossroad instead provokes handful unintentional howler numerous yawn,negative,6352
laugh maybe twice completely forgotten movie time get back car parking lot,negative,6353
deuce wild encyclopedia cliche shoplifts shamelessly farewell innocence movie like wanderer bronx tale without cribbing intelligence,negative,6354
bad bad stultifyingly dumbfoundingly mind numbingly bad,negative,6355
meander powerful moment,negative,6356
ultimately make windtalker disappointment superficial way deal story,negative,6357
contrived may sound mr rose updating work surprisingly well,positive,6358
disturbing frighteningly evocative assembly imagery hypnotic music composed philip glass,positive,6359
interesting look behind scene chicago based rock group wilco,positive,6360
captivating coming age story may also first narrative film truly informed wireless age,positive,6361
charles entertaining film chronicle seinfeld return stand comedy wrap legendary sitcom alongside wannabe comic adam attempt get shot big time,positive,6362
old fashioned drama substance teacher slide slippery slope dishonesty encounter rich powerful nothing disdain virtue,positive,6363
intelligent multi layered profoundly humanist mention gently political meditation value knowledge education affect cultural geographical displacement,positive,6364
intelligently made beautifully edited picture least spark life say plenty movie flow hollywood pipeline without hitch,positive,6365
nothing like love give movie b shot cq shimmer,positive,6366
yet another weepy southern bore athon,negative,6367
better phantom menace unless absolute raving star war junkie much fun,negative,6368
delightfully unpredictable hilarious comedy wonderful performance tug heart way utterly transcend gender label,positive,6369
screenwriter dig deeper every time toss logic science essentially dungeon dragon fantasy modern military weaponry,positive,6370
bright side contains jesse ventura best work since xfl,negative,6371
lack compassion good natured humor level insight made eyre first film something sleeper success,negative,6372
funny look another culture handle process courting marriage,positive,6373
hard believe joker supposed pulled four similar kidnapping,negative,6374
alex nohe documentary play like travelogue mostly resembles real life big budget nc version tank girl,negative,6375
behan memoir great material film rowdy brawny lyrical best irish sense sheridan settled lugubrious romance,negative,6376
half baked overheated,negative,6377
bedeviled labored writing slack direction,negative,6378
modest messy metaphysical thriller offering question answer,negative,6379
movie message quite admirable story clich often strain credulity,negative,6380
old fashioned emotionally stirring adventure tale kind rarely make anymore,positive,6381
liotta put impossible spot character deception ultimately undo believability entire scenario bad,negative,6382
sentimental mess never ring true,negative,6383
objectionable dull film merely lack everything except good intention,negative,6384
flamboyant movie artfully restrained others year old jack nicholson could looking th oscar nomination proving ever choosing role precision insurance actuary,positive,6385
pleasant ramble sort idoosyncratic terrain errol morris often dealt posse loose lackadaisical charm,positive,6386
glib bouncy bit sixty style slickness hero might wind caught audience get pure escapism,positive,6387
chuckle least complete miss many coming amazingly lifelike tara reid whose acting skill comparable cardboard cutout,negative,6388
big ending surprise almost save movie bad rest compelling,negative,6389
dense exhilarating documentary,positive,6390
apparently designed reverie memory regret thing regret remembering experience sitting,negative,6391
determination pinochet victim seek justice often heartbreaking testimony spoken directly director patricio guzman camera pack powerful emotional wallop,positive,6392
none original particularly funny,negative,6393
film would work much better video installation museum viewer would free leave immediately,negative,6394
greengrass delivered undoubted stylistic tour de force managed element sound cinematography skill,positive,6395
large cast representing broad cross section tavernier film bound along rat tat energy girl friday maintaining light touch tackling serious theme,positive,6396
stuck pig movie flail limply bizarre comedy pallid horror,negative,6397
slick well oiled machine exquisitely polished upholstered,positive,6398
though jones snipe enthralling movie bog rhetoric clich,negative,6399
french director turned nearly hour unfocused excruciatingly tedious cinema half hour start making water torture seem appealing,negative,6400
easy love robin tunney pretty act get harder harder understand choice,negative,6401
rifkin reference impeccable throughout,positive,6402
muccino seems exploring idea human being long get u trouble even character acting horribly always sympathetic,positive,6403
le funny le funny think,negative,6404
ferrara best film year,positive,6405
nothing new old story except show fisticuffs sort stop go slow motion make gang rumble look like streamed k modem,negative,6406
made want get made go see movie sister thought relationship wonderful comedy funny love real,positive,6407
call film lump coal would flatter,negative,6408
notwithstanding problem movie final half hour going recommend secretary based wonderful acting clinic put spader gyllenhaal also unique way shainberg go telling heart sweet little girl,positive,6409
crammed incident bristle passion energy,positive,6410
riveting world war ii moral suspense story deal shadow side american culture racial prejudice ugly diverse form,positive,6411
play le like coming age romance infomercial,negative,6412
series immaculately composed shot patch adam quietly freaking make much movie,negative,6413
movie mess start finish,negative,6414
de ayala required supply much energy film overall far staid subject matter,negative,6415
skirmish power waged among victim predator settle undistinguished rhythm artificial suspense,negative,6416
provides porthole noble trembling incoherence defines u,positive,6417
elegant work food love consistently engaging revealing,positive,6418
transition adulthood fraught much truth small amount poetry girl swim,positive,6419
much home video devoid artifice purpose appears edited,negative,6420
waydowntown mean perfect film boast huge charm factor smack originality,positive,6421
diverting enough hour half family audience,positive,6422
directed kevin bray whose crisp framing edgy camera work wholesale ineptitude acting tone pace obviously mark video helmer making feature debut,negative,6423
highfalutin title corkscrew narrative movie turn much shaggy human tale,negative,6424
character get depressed story get tiresome especially continues mount conspicuous effort profound,negative,6425
looking smart nuanced look de sade might happened picpus sade film,positive,6426
wallace smart vary pitch movie balancing deafening battle scene quieter domestic scene woman back home receiving war department telegram,positive,6427
grittily beautiful film look sound feel like extended open ended poem traditionally structured story,positive,6428
empty exercise florid ultimately vapid crime melodrama lot surface flash little emotional resonance,negative,6429
icy face new film subzero version monster inc without latter imagination visual charm texture,negative,6430
little elaborate conceit setting blood soaked tragedy murderous ambition era richard nixon,negative,6431
tour de force drama astonishingly pivotal role imagination soulful development two rowdy teenager,positive,6432
little ponderous work shallow entertainment remotely incisive enough qualify drama monsoon wedding serf mostly whet one appetite bollywood film,negative,6433
undone overly complicated derivative screenplay glacier paced direction stereotypical character,negative,6434
haneke challenge u confront reality sexual aberration,positive,6435
shapeless blob desperate entertainment,negative,6436
engrossing infectiously enthusiastic documentary,positive,6437
well jason gone manhattan hell guess space station year crossed list idea inevitable future sequel hey shoot messenger,negative,6438
appeal probably limited lds church member undemanding armchair tourist,negative,6439
point lovingly choreographed bloodshed taking place pristine movie neverland basically,negative,6440
offer clear eyed chronicle female friendship complex honest anything represented hollywood film,positive,6441
shocking reveals filmmaker bottomless pit self absorption,negative,6442
nick sustains level exaggerated stylized humor throughout taking expectation twisting bit,positive,6443
roman polanski directs pianist like surgeon mend broken heart meticulously without passion,negative,6444
momentary escape summer heat sedentary doldrums set time year,negative,6445
likely little crossover appeal without much interest elizabethan well rank frustration know rubbo dumbed tactic much ado something amicable endeavor,negative,6446
monte cristo smartly emphasizes well wrought story omits needle chase scene swordfights revenge unfolds,positive,6447
dull spiritless silly monotonous ultra loud blast pointless mayhem going nowhere fast,negative,6448
hope keep arising movie live apparent skill maker talent actor,negative,6449
bullock good job working natural likability,positive,6450
intelligent deeply felt work impossible irrevocable choice price making,positive,6451
illuminating overly talky documentary,positive,6452
unflinching look world dispossessed,positive,6453
share arresting image,positive,6454
influenced chiefly humanity greatest shame reality show reality show god sake crime punishable chainsaw,negative,6455
movie proclaim truth two love struck somebody permit time space convince u,positive,6456
insight anguish heidi life depiction pain today version greek tragedy talk show guest decrying fate,negative,6457
waiting godard fruitful praise love director epitaph,positive,6458
cute funny heartwarming digitally animated feature film plenty slapstick humor kid lot joke adult heart enough everyone,positive,6459
idea interesting screenplay lag badly middle lurch funny comedy unconvincing dramatics last minute action strongly reminiscent run lola run,negative,6460
joke flat action look fake,negative,6461
minor picture major identity crisis sort true sort bogus ho hum way,negative,6462
however stale material lawrence delivery remains perfect great gift actually trick thinking worn pandering palaver actually funny,negative,6463
secretary manages neat trick bundling flower perversity comedy romance strangely tempting bouquet movie,positive,6464
picture erratic central character,negative,6465
lovingly photographed manner golden book sprung life stuart little manages sweetness largely without stickiness,positive,6466
biggest problem sluggish pace never really see esther blossom actress even though talent supposed growing,negative,6467
modern master chase sequence return chase end chase,positive,6468
get past fantastical aspect harsh reality isle get sock eye flick visual tour de force story unlike likely see anywhere else,positive,6469
locale remains far interesting story hand,negative,6470
found slow predictable amusing,negative,6471
martin lawrence live self pitying almost expected collection taken comedian end show,negative,6472
supporting character eastwood film weak subplots one weaker,negative,6473
queen damned long little going,negative,6474
simply sufficient heft justify two hour running time,negative,6475
suffocating rape payback horror show hinge subgenre enabling victim ebullient affection industrial model meat freezer,negative,6476
eisenstein lack considerable brio film one cinema directorial giant,negative,6477
needle say dramatics follow utter hooey,negative,6478
scene scene thing happen hard pressed say,negative,6479
real question movie pose,negative,6480
reason keep seeing movie roughly people every year many u keep going embarrassment stupidity warning anyone,negative,6481
denver get first last look one triumphant performance vanessa redgrave career deserves seen everywhere,positive,6482
addition gluing edge seat changing lane also film freshness imagination insight,positive,6483
uneven look grim future come close level intelligence visual splendour seen film based philip k dick story,negative,6484
chaotic panorama busy flying lot metaphoric flag,negative,6485
wildly entertaining scan evans career,positive,6486
trust story set tell,positive,6487
supposedly pokemon killed pokemon ever practically assures pocket monster movie franchise nearly ready keel,negative,6488
human comedy amusing interesting confirming,positive,6489
perfect star vehicle grant allowing finally move away usual bumbling tongue tied screen persona,positive,6490
deviant topical comedy funny start finish,positive,6491
result however well intentioned ironically sort disposable kitchen sink homage illustrates whole often le sum part today hollywood,negative,6492
attempt courageous even result wildly uneven,negative,6493
thing pauline paulette seen scene featuring football field sized oriental rug crafted million vibrant flower,negative,6494
huppert girardot give performance exceptional honesty,positive,6495
film fearlessly get skin people involved make detailed historical document engaging moving portrait subculture,positive,6496
little visible talent energy colin hank bad need major acting lesson maybe little coffee,negative,6497
humorous heartfelt douglas mcgrath version nicholas nickleby left feeling refreshed hopeful many movie kind impact day,positive,6498
simple gritty well acted ensemble drama encompasses potent metaphor country still dealing fascist past,positive,6499
strangely compelling brilliantly acted psychological drama,positive,6500
treat woman like idiot,negative,6501
infuriating film think making sense something happens tell sense,negative,6502
pacino best year keener marvelous,positive,6503
despite evidence contrary clunker somehow managed pose actual feature movie kind charge full admission get hyped tv purport amuse small child ostensible adult,negative,6504
la cinta comienza intentando ser un drama r pidamente se transforma en una comedia termina por ser una parodia absolutamente predecible,negative,6505
apparently reassembled cutting room floor given daytime soap,negative,6506
like leon frustrating still oddly likable,positive,6507
rymer trust laugh conjure proper respect follower whole dead undead genre deserve vampire pic shrieky special effect,negative,6508
film determined treat character weak strong fallible human being caricature carefully delineate cost inevitable conflict human urge institution concerned self preservation,positive,6509
one funnier movie town,positive,6510
aside funniest movie year simone andrew niccol brilliant anti hollywood satire wickedly eccentric enchantment,positive,6511
deserving critical backlash,negative,6512
since lee sentimentalist film worshipful random e true hollywood story,negative,6513
diaz applegate blair posey suitably kooky appeal woman strip often enough keep men alert amused,negative,6514
bad operative word bad company mean good way,negative,6515
depth wading pool,negative,6516
incredibly heavy handed manipulative dud feel familiar,negative,6517
john heroic condone one film star recently said tortuous comment perfectly illustrates picture moral schizophrenia,negative,6518
little intensity little le charm would saved film world hurt,negative,6519
like smoke signal film also imbued strong theme familial tie spirituality powerful moving without stooping base melodrama,positive,6520
hollywood ending show stoppingly hilarious scathingly witty nonetheless,positive,6521
something must lost translation,negative,6522
solid psychological action film hong kong,positive,6523
minute travesty unparalleled proportion writer director parker seems go way turn legendary wit classic mistaken identity farce brutally labored unfunny hokum,negative,6524
lee marvelously compelling present brown catalyst struggle black manhood restrictive chaotic america sketchy nevertheless gripping portrait jim brown celebrated wonder spotlight,positive,6525
strangely come kingdom mild wild,negative,6526
direction script weaver performance vaguely discontented woman substance make mildly entertaining minute mood,positive,6527
get empire movie seen many time repackaged new material latino lead,negative,6528
bunch good actor flailing around caper neither original terribly funny,negative,6529
film flat line peak missed opportunity trifle dark decadent truffle,negative,6530
three lead produce adequate performance missing material depth feeling,negative,6531
jonah addition biblical message either improve film lessen,negative,6532
outer space buff might love film others find pleasure intermittent,negative,6533
stand cheer flick sit ponder affair thanks kline superbly nuanced performance pondering highly pleasurable,positive,6534
film stark straightforward deadly unnatural calm occasionally shaken blast rage later violent jealousy,positive,6535
lucas fact come closer anyone could desire cheap graceless hackneyed sci fi serial,negative,6536
dazzle fully written character determined stylishness always relates character story johnny dankworth best soundtrack year,positive,6537
something potential movie decides like lavinia go conservative route,negative,6538
beautifully produced,positive,6539
impressive hybrid,positive,6540
let love depraved lead meet denis story becomes hopeless unsatisfying muddle,negative,6541
assuredly rank one cleverest deceptively amusing comedy year,positive,6542
ultimately history academy people may wondering jazz chicago zellweger whiny pouty lipped poof faced spindly attempt playing ingenue make nomination best actress even,negative,6543
leaf knot stomach power undercut head banging obviousness,negative,6544
merci pour le movie,positive,6545
every movie come along remind u bad motion picture truly frank mcklusky c movie,negative,6546
violence movie remarkably dull caine making much impression,negative,6547
film great premise great premise,negative,6548
charmless nonsense ensues amid clanging film reference make jay silent bob excellent adventure seem understated,negative,6549
visually engrossing seldom hammy honorably mexican burn kahlories conviction,positive,6550
many benjamin element feel like patched episode miami vice,negative,6551
becomes bit mishmash tearjerker thriller,negative,6552
intensely focused travail hal hartley function pastiche thing hartley least accessible screed yet,negative,6553
smack purely commercial motivation great love original,negative,6554
many voyage limping dearly loved franchise survive,negative,6555
casting call movie went must read seeking anyone acting ambition sense pride shame,negative,6556
director paxton surprisingly brilliant deftly sewing together could confusing horrifying vision intense engrossing head trip,positive,6557
street shot cinematographer michael ballhaus may authentic mean nearly impossible care happens,negative,6558
though made careful attention detail well acted james spader maggie gyllenhaal felt disrespected,negative,6559
inventive absorbing movie hard classify hard resist,positive,6560
despite performance sustained intelligence stanford another subtle humour bebe neuwirth older woman seduces oscar film founder lack empathy social milieu rich new york intelligentsia,negative,6561
divine secret ya ya sisterhood may exactly divine definitely defiantly ya ya terrific song spirited performance,positive,6562
doubt film ratchet stirring soundtrack throw fish water gag let cliched dialogue rip else doggie wink,negative,6563
gratingly unfunny groaner littered zero dimensional unlikable character hackneyed threadbare comic setup,negative,6564
adam sandler heart may right place need pull head butt,negative,6565
oliveira seems pursue silent film representation every mournful composition,positive,6566
one big blustery movie nothing really happens come video perfect cure insomnia,negative,6567
compelling wiseman epic recent year,positive,6568
loosely speaking territory strictly speaking schneider steve martin,negative,6569
confluence kiddie entertainment sophisticated wit symbolic graphic design,positive,6570
bad plot unfortunately movie nowhere near refined classic drama borrows,negative,6571
saigon uneasy mix sensual delight simmering violence quiet american brings u right center world,positive,6572
suspect bored watching morvern callar character go pack knitting needle,negative,6573
difficult discern crazy work disturbed genius merely minute post adolescent electra rebellion,negative,6574
wretched movie reduces second world war one man quest find old flame,negative,6575
holm sly intricate magic iben hjelje entirely appealing pumpkin,positive,6576
like trapped inside huge video game exciting inane image keep popping past head illogical thing keep happening,negative,6577
farrell thankfully manages outshine role successfully play foil willis world weary colonel,positive,6578
bit downer little dramatic time beautiful film people like romance french realism,positive,6579
expands horizon boredom point collapse turning black hole dullness interesting concept escape,negative,6580
davis energy bother make heroine book sound convincing gender war idea original comic scene fly,negative,6581
vision awkward age sex threatens overwhelm everything else acute enough make everyone squirm recognition,positive,6582
brings together biggest name japanese anime impressive result,positive,6583
result put human face derrida make one great mind time interesting accessible people normally care le,positive,6584
one haunting viciously honest coming age film recent memory,positive,6585
austin power goldmember right stuff silly summer entertainment enough laugh sustain interest end,positive,6586
connoisseur chinese film pleased discover tian meticulous talent withered enforced hiatus,positive,6587
reaction word disappointment last movie poetically romantic full indelible image latest nothing going,negative,6588
horrible,negative,6589
evelyn strong cast surehanded direction make winning heartwarming yarn,positive,6590
tim allen great role never hog scene fellow cast plenty laugh good line everyone comedy,positive,6591
tone balanced reflective reasonable,positive,6592
one get good natured warning future lizard endeavor need adhere closely law laughter,negative,6593
rote exercise animation storytelling,negative,6594
loud witless mess none charm little intrigue tv series,negative,6595
story redundancy young actor experienced sometimes inexpressive,negative,6596
choose gorgeous animation lame story like say treasure planet animation exciting clever story batch appealing character take latter every time,positive,6597
unwieldy contraption,negative,6598
passion aroused discord old new culture set strange stark beauty mideast desert lovingly perceptively filmed almost taste desiccated air,positive,6599
director kevin bray excels breaking glass marking miami vice checklist power boat latin music dog track however deliver nearly enough show trademark style flash,negative,6600
sustains dreamlike glide succession cheesy coincidence voluptuous cheap effect least rebecca romijn stamos,negative,6601
acting amateurish cinematography atrocious direction clumsy writing insipid violence luridly graphic laughably unconvincing,negative,6602
quiet family drama little bit romance dose darkness,positive,6603
happy throwback time cartoon cinema idiosyncratic form instead one predictable,positive,6604
nothing le outright bodice ripper ditched artsy pretension revelled entertaining shallow,negative,6605
offer interesting look rapidly changing face beijing,positive,6606
powerful voice pop cyber culture feed bjorkness,positive,6607
unbearably lame,negative,6608
wimp going pg rating graphic violence mostly screen sexuality muted,negative,6609
everyone involved seems coasting modest laugh certainly thrill,negative,6610
one rare film seems though written one somehow manages convince almost everyone put screen,positive,6611
brash intelligent erotically perplexing haneke portrait upper class austrian society suppression tucked away demon uniquely felt sardonic jolt,positive,6612
salma go native never better colorful bio pic mexican icon,positive,6613
leak treacle every pore,negative,6614
talkiness necessarily bad dialogue frequently miss mark,negative,6615
screenwriter chris ver weil directing debut good natured never dull virtue small easily overshadowed predictability,negative,6616
liked film still like,negative,6617
co writer director jonathan parker attempt fashion brazil like hyper real satire fall dreadfully short,negative,6618
howard appreciation brown writing clearly well meaning sincere movie would impossible sit supporting cast,negative,6619
serving sara long way go reach level crudity latest austin power extravaganza nothing match movie intermittent moment inspiration,negative,6620
dry forceful way delivers message jiri menzel closely watched train danis tanovic man land,positive,6621
tadpole emblematic witless ageism afflicting film young cool young cool,negative,6622
film heady yet far impenetrable theory suggests russian take comfort closed nationalist reality,positive,6623
sunk way much indulgence scene chewing teeth gnashing actorliness,negative,6624
